product_id_1,product_name_1,product_type_1,product_id_2,product_name_2,product_type_2,compatibility_type,compatibility_score,notes
P60008,Module RF,Thiết bị truyền thông,P60010,Module GSM/GPRS,Thiết bị truyền thông,Không tương thích,0.14,Cần firmware tương thích
P60008,Module RF,Thiết bị truyền thông,P60011,Module GSM/GPRS,Thiết bị truyền thông,Tương thích hoàn toàn,0.82,Cần cài đặt driver
P60008,Module RF,Thiết bị truyền thông,P60012,Module NFC/RFID,Thiết bị truyền thông,Không tương thích,0.18,Có thể kết nối trực tiếp
P60008,Module RF,Thiết bị truyền thông,P60013,Module NFC/RFID,Thiết bị truyền thông,Tương thích một phần,0.63,Cần thiết bị trung gian
P60008,Module RF,Thiết bị truyền thông,P60014,Module LoRa,Thiết bị truyền thông,Không tương thích,0.21,Cần adapter chuyển đổi
P60008,Module RF,Thiết bị truyền thông,P60015,Module Ethernet,Thiết bị truyền thông,Tương thích một phần,0.62,Cần cấu hình thêm
P60008,Module RF,Thiết bị truyền thông,P60016,Module CAN Bus,Thiết bị truyền thông,Tương thích một phần,0.71,Cần cập nhật firmware
P60008,Module RF,Thiết bị truyền thông,P60017,Module Z-Wave,Thiết bị truyền thông,Tương thích một phần,0.71,Cần adapter chuyển đổi
P60009,Module RF,Thiết bị truyền thông,P60010,Module GSM/GPRS,Thiết bị truyền thông,Tương thích hoàn toàn,0.84,Cần driver phù hợp
P60009,Module RF,Thiết bị truyền thông,P60011,Module GSM/GPRS,Thiết bị truyền thông,Không tương thích,0.27,Cần phần mềm hỗ trợ
P60009,Module RF,Thiết bị truyền thông,P60012,Module NFC/RFID,Thiết bị truyền thông,Không tương thích,0.4,Cần cập nhật firmware
P60009,Module RF,Thiết bị truyền thông,P60013,Module NFC/RFID,Thiết bị truyền thông,Tương thích hoàn toàn,0.88,Cần adapter chuyển đổi
P60009,Module RF,Thiết bị truyền thông,P60014,Module LoRa,Thiết bị truyền thông,Không tương thích,0.16,Cần nguồn điện phù hợp
P60009,Module RF,Thiết bị truyền thông,P60015,Module Ethernet,Thiết bị truyền thông,Tương thích hoàn toàn,0.96,Cần adapter chuyển đổi
P60009,Module RF,Thiết bị truyền thông,P60016,Module CAN Bus,Thiết bị truyền thông,Không tương thích,0.4,Cần adapter chuyển đổi
P60009,Module RF,Thiết bị truyền thông,P60017,Module Z-Wave,Thiết bị truyền thông,Tương thích hoàn toàn,0.93,Cần nguồn điện phù hợp
P60010,Module GSM/GPRS,Thiết bị truyền thông,P60011,Module GSM/GPRS,Thiết bị truyền thông,Không tương thích,0.03,Cần adapter chuyển đổi
P60010,Module GSM/GPRS,Thiết bị truyền thông,P60012,Module NFC/RFID,Thiết bị truyền thông,Tương thích một phần,0.52,Cần firmware tương thích
P60010,Module GSM/GPRS,Thiết bị truyền thông,P60013,Module NFC/RFID,Thiết bị truyền thông,Không tương thích,0.09,Cần driver phù hợp
P60010,Module GSM/GPRS,Thiết bị truyền thông,P60014,Module LoRa,Thiết bị truyền thông,Tương thích hoàn toàn,0.8,Cần cài đặt driver
P60010,Module GSM/GPRS,Thiết bị truyền thông,P60015,Module Ethernet,Thiết bị truyền thông,Tương thích một phần,0.75,Cần driver phù hợp
P60010,Module GSM/GPRS,Thiết bị truyền thông,P60016,Module CAN Bus,Thiết bị truyền thông,Tương thích hoàn toàn,0.88,Cần cài đặt driver
P60010,Module GSM/GPRS,Thiết bị truyền thông,P60017,Module Z-Wave,Thiết bị truyền thông,Tương thích hoàn toàn,0.93,Cần phần mềm hỗ trợ
P60011,Module GSM/GPRS,Thiết bị truyền thông,P60012,Module NFC/RFID,Thiết bị truyền thông,Tương thích một phần,0.64,Cần cấu hình thêm
P60011,Module GSM/GPRS,Thiết bị truyền thông,P60013,Module NFC/RFID,Thiết bị truyền thông,Tương thích hoàn toàn,0.95,Cần firmware tương thích
P60011,Module GSM/GPRS,Thiết bị truyền thông,P60014,Module LoRa,Thiết bị truyền thông,Tương thích một phần,0.56,Có thể kết nối trực tiếp
P60011,Module GSM/GPRS,Thiết bị truyền thông,P60015,Module Ethernet,Thiết bị truyền thông,Tương thích một phần,0.68,Cần phần mềm hỗ trợ
P60011,Module GSM/GPRS,Thiết bị truyền thông,P60016,Module CAN Bus,Thiết bị truyền thông,Tương thích một phần,0.61,Cần cập nhật firmware
P60011,Module GSM/GPRS,Thiết bị truyền thông,P60017,Module Z-Wave,Thiết bị truyền thông,Tương thích một phần,0.76,Cần driver phù hợp
P60012,Module NFC/RFID,Thiết bị truyền thông,P60013,Module NFC/RFID,Thiết bị truyền thông,Tương thích hoàn toàn,0.97,Cần cập nhật firmware
P60012,Module NFC/RFID,Thiết bị truyền thông,P60014,Module LoRa,Thiết bị truyền thông,Tương thích hoàn toàn,0.9,Cần adapter chuyển đổi
P60012,Module NFC/RFID,Thiết bị truyền thông,P60015,Module Ethernet,Thiết bị truyền thông,Tương thích hoàn toàn,0.92,Cần cập nhật firmware
P60012,Module NFC/RFID,Thiết bị truyền thông,P60016,Module CAN Bus,Thiết bị truyền thông,Tương thích hoàn toàn,0.92,Cần nguồn điện phù hợp
P60012,Module NFC/RFID,Thiết bị truyền thông,P60017,Module Z-Wave,Thiết bị truyền thông,Không tương thích,0.19,Cần nguồn điện phù hợp
P60013,Module NFC/RFID,Thiết bị truyền thông,P60014,Module LoRa,Thiết bị truyền thông,Tương thích một phần,0.75,Cần cấu hình thêm
P60013,Module NFC/RFID,Thiết bị truyền thông,P60015,Module Ethernet,Thiết bị truyền thông,Tương thích một phần,0.75,Cần cập nhật firmware
P60013,Module NFC/RFID,Thiết bị truyền thông,P60016,Module CAN Bus,Thiết bị truyền thông,Tương thích hoàn toàn,0.94,Cần thiết bị trung gian
P60013,Module NFC/RFID,Thiết bị truyền thông,P60017,Module Z-Wave,Thiết bị truyền thông,Tương thích hoàn toàn,0.94,Cần cấu hình thêm
P60014,Module LoRa,Thiết bị truyền thông,P60015,Module Ethernet,Thiết bị truyền thông,Tương thích một phần,0.67,Cần cấu hình thêm
P60014,Module LoRa,Thiết bị truyền thông,P60016,Module CAN Bus,Thiết bị truyền thông,Tương thích một phần,0.69,Cần driver phù hợp
P60014,Module LoRa,Thiết bị truyền thông,P60017,Module Z-Wave,Thiết bị truyền thông,Tương thích một phần,0.7,Có thể kết nối trực tiếp
P60015,Module Ethernet,Thiết bị truyền thông,P60016,Module CAN Bus,Thiết bị truyền thông,Tương thích một phần,0.54,Cần cập nhật firmware
P60015,Module Ethernet,Thiết bị truyền thông,P60017,Module Z-Wave,Thiết bị truyền thông,Tương thích hoàn toàn,0.83,Cần nguồn điện phù hợp
P60016,Module CAN Bus,Thiết bị truyền thông,P60017,Module Z-Wave,Thiết bị truyền thông,Không tương thích,0.2,Cần cập nhật firmware
P70001,Board mạch in PCB,Mạch điện & PCB,P70002,Board mạch in PCB,Mạch điện & PCB,Tương thích hoàn toàn,0.82,Cần firmware tương thích
P70001,Board mạch in PCB,Mạch điện & PCB,P70003,Board mạch in PCB,Mạch điện & PCB,Tương thích một phần,0.8,Cần phần mềm hỗ trợ
P70001,Board mạch in PCB,Mạch điện & PCB,P70004,Vật liệu làm PCB,Mạch điện & PCB,Không tương thích,0.27,Cần cài đặt driver
P70001,Board mạch in PCB,Mạch điện & PCB,P70005,Vật liệu làm PCB,Mạch điện & PCB,Tương thích một phần,0.67,Cần cấu hình thêm
P70001,Board mạch in PCB,Mạch điện & PCB,P70006,Thiết bị khắc PCB,Mạch điện & PCB,Không tương thích,0.07,Cần adapter chuyển đổi
P70001,Board mạch in PCB,Mạch điện & PCB,P70007,Thiết bị khắc PCB,Mạch điện & PCB,Tương thích hoàn toàn,0.85,Cần driver phù hợp
P70001,Board mạch in PCB,Mạch điện & PCB,P70008,Board hàn thử,Mạch điện & PCB,Tương thích một phần,0.61,Cần phần mềm hỗ trợ
P70001,Board mạch in PCB,Mạch điện & PCB,P70009,Board hàn thử,Mạch điện & PCB,Tương thích một phần,0.76,Cần cài đặt driver
P70001,Board mạch in PCB,Mạch điện & PCB,P70010,Jumper & Connector,Mạch điện & PCB,Tương thích một phần,0.65,Cần thiết bị trung gian
P70001,Board mạch in PCB,Mạch điện & PCB,P70011,Jumper & Connector,Mạch điện & PCB,Tương thích một phần,0.66,Cần driver phù hợp
P70001,Board mạch in PCB,Mạch điện & PCB,P70012,Ốc vít & Spacer,Mạch điện & PCB,Tương thích một phần,0.6,Cần firmware tương thích
P70001,Board mạch in PCB,Mạch điện & PCB,P70013,Ốc vít & Spacer,Mạch điện & PCB,Tương thích hoàn toàn,0.93,Cần cập nhật firmware
P70001,Board mạch in PCB,Mạch điện & PCB,P70014,Socket IC,Mạch điện & PCB,Không tương thích,0.11,Cần phần mềm hỗ trợ
P70001,Board mạch in PCB,Mạch điện & PCB,P70015,Header pin,Mạch điện & PCB,Tương thích hoàn toàn,0.84,Cần cập nhật firmware
P70001,Board mạch in PCB,Mạch điện & PCB,P70016,Dây cáp,Mạch điện & PCB,Tương thích hoàn toàn,0.97,Cần cấu hình thêm
P70001,Board mạch in PCB,Mạch điện & PCB,P70017,Vỏ bảo vệ mạch,Mạch điện & PCB,Không tương thích,0.24,Cần driver phù hợp
P70002,Board mạch in PCB,Mạch điện & PCB,P70003,Board mạch in PCB,Mạch điện & PCB,Tương thích một phần,0.78,Cần nguồn điện phù hợp
P70002,Board mạch in PCB,Mạch điện & PCB,P70004,Vật liệu làm PCB,Mạch điện & PCB,Tương thích một phần,0.54,Cần cập nhật firmware
P70002,Board mạch in PCB,Mạch điện & PCB,P70005,Vật liệu làm PCB,Mạch điện & PCB,Tương thích hoàn toàn,0.93,Cần driver phù hợp
P70002,Board mạch in PCB,Mạch điện & PCB,P70006,Thiết bị khắc PCB,Mạch điện & PCB,Tương thích hoàn toàn,0.95,Cần adapter chuyển đổi
P70002,Board mạch in PCB,Mạch điện & PCB,P70007,Thiết bị khắc PCB,Mạch điện & PCB,Tương thích một phần,0.55,Có thể kết nối trực tiếp
P70002,Board mạch in PCB,Mạch điện & PCB,P70008,Board hàn thử,Mạch điện & PCB,Tương thích một phần,0.65,Có thể kết nối trực tiếp
P70002,Board mạch in PCB,Mạch điện & PCB,P70009,Board hàn thử,Mạch điện & PCB,Tương thích hoàn toàn,0.97,Cần cài đặt driver
P70002,Board mạch in PCB,Mạch điện & PCB,P70010,Jumper & Connector,Mạch điện & PCB,Tương thích hoàn toàn,0.95,Cần firmware tương thích
P70002,Board mạch in PCB,Mạch điện & PCB,P70011,Jumper & Connector,Mạch điện & PCB,Tương thích hoàn toàn,0.82,Cần thiết bị trung gian
P70002,Board mạch in PCB,Mạch điện & PCB,P70012,Ốc vít & Spacer,Mạch điện & PCB,Tương thích một phần,0.67,Cần phần mềm hỗ trợ
P70002,Board mạch in PCB,Mạch điện & PCB,P70013,Ốc vít & Spacer,Mạch điện & PCB,Tương thích một phần,0.62,Cần adapter chuyển đổi
P70002,Board mạch in PCB,Mạch điện & PCB,P70014,Socket IC,Mạch điện & PCB,Tương thích hoàn toàn,0.8,Cần nguồn điện phù hợp
P70002,Board mạch in PCB,Mạch điện & PCB,P70015,Header pin,Mạch điện & PCB,Không tương thích,0.38,Có thể kết nối trực tiếp
P70002,Board mạch in PCB,Mạch điện & PCB,P70016,Dây cáp,Mạch điện & PCB,Tương thích một phần,0.56,Cần cài đặt driver
P70002,Board mạch in PCB,Mạch điện & PCB,P70017,Vỏ bảo vệ mạch,Mạch điện & PCB,Không tương thích,0.11,Cần nguồn điện phù hợp
P70003,Board mạch in PCB,Mạch điện & PCB,P70004,Vật liệu làm PCB,Mạch điện & PCB,Tương thích hoàn toàn,0.86,Có thể kết nối trực tiếp
P70003,Board mạch in PCB,Mạch điện & PCB,P70005,Vật liệu làm PCB,Mạch điện & PCB,Tương thích hoàn toàn,0.86,Cần nguồn điện phù hợp
P70003,Board mạch in PCB,Mạch điện & PCB,P70006,Thiết bị khắc PCB,Mạch điện & PCB,Tương thích hoàn toàn,0.81,Cần cập nhật firmware
P70003,Board mạch in PCB,Mạch điện & PCB,P70007,Thiết bị khắc PCB,Mạch điện & PCB,Tương thích một phần,0.64,Cần nguồn điện phù hợp
P70003,Board mạch in PCB,Mạch điện & PCB,P70008,Board hàn thử,Mạch điện & PCB,Tương thích hoàn toàn,0.93,Cần thiết bị trung gian
P70003,Board mạch in PCB,Mạch điện & PCB,P70009,Board hàn thử,Mạch điện & PCB,Tương thích một phần,0.75,Cần firmware tương thích
P70003,Board mạch in PCB,Mạch điện & PCB,P70010,Jumper & Connector,Mạch điện & PCB,Tương thích một phần,0.54,Có thể kết nối trực tiếp
P70003,Board mạch in PCB,Mạch điện & PCB,P70011,Jumper & Connector,Mạch điện & PCB,Tương thích hoàn toàn,0.85,Có thể kết nối trực tiếp
P70003,Board mạch in PCB,Mạch điện & PCB,P70012,Ốc vít & Spacer,Mạch điện & PCB,Không tương thích,0.32,Cần firmware tương thích
P70003,Board mạch in PCB,Mạch điện & PCB,P70013,Ốc vít & Spacer,Mạch điện & PCB,Tương thích một phần,0.75,Cần firmware tương thích
P70003,Board mạch in PCB,Mạch điện & PCB,P70014,Socket IC,Mạch điện & PCB,Tương thích một phần,0.58,Cần adapter chuyển đổi
P70003,Board mạch in PCB,Mạch điện & PCB,P70015,Header pin,Mạch điện & PCB,Tương thích một phần,0.61,Cần cài đặt driver
P70003,Board mạch in PCB,Mạch điện & PCB,P70016,Dây cáp,Mạch điện & PCB,Tương thích hoàn toàn,0.89,Cần cài đặt driver
P70003,Board mạch in PCB,Mạch điện & PCB,P70017,Vỏ bảo vệ mạch,Mạch điện & PCB,Tương thích hoàn toàn,0.86,Cần phần mềm hỗ trợ
P70004,Vật liệu làm PCB,Mạch điện & PCB,P70005,Vật liệu làm PCB,Mạch điện & PCB,Tương thích hoàn toàn,0.83,Cần cập nhật firmware
P70004,Vật liệu làm PCB,Mạch điện & PCB,P70006,Thiết bị khắc PCB,Mạch điện & PCB,Tương thích một phần,0.53,Có thể kết nối trực tiếp
P70004,Vật liệu làm PCB,Mạch điện & PCB,P70007,Thiết bị khắc PCB,Mạch điện & PCB,Tương thích hoàn toàn,0.95,Cần cấu hình thêm
P70004,Vật liệu làm PCB,Mạch điện & PCB,P70008,Board hàn thử,Mạch điện & PCB,Tương thích hoàn toàn,0.88,Cần firmware tương thích
P70004,Vật liệu làm PCB,Mạch điện & PCB,P70009,Board hàn thử,Mạch điện & PCB,Tương thích một phần,0.55,Cần firmware tương thích
P70004,Vật liệu làm PCB,Mạch điện & PCB,P70010,Jumper & Connector,Mạch điện & PCB,Tương thích một phần,0.57,Có thể kết nối trực tiếp
